"Name","P Value","Q Value","Set Size","Stat Mean"
"Gram_Positive_Quorum_Sensing_Competence_II","0.00010337609915666794","0.0011765184618306493","15","-2.260454332116663"
"Bacterial_Transcription_Regulation","0.00011721636000688601","0.001273395910983898","254","-2.1299843834216716"
"Bacterial_DNA_Replication","0.0002619363196165349","0.0026901984024260673","25","-2.0640335639098044"
"Nucleotide_metabolism","0.0002701454462687264","0.0026901984024260673","212","-2.0078208490888327"
"Bacterial_Chromatin_Architecture","0.0004135713628565554","0.0039537422289086695","28","-1.9753409619907438"
"Coenzyme_and_cofactor_metabolism","0.0004695436273249973","0.004316189497333629","82","-1.9261586929134893"
"Aminoacyl_tRNA_Biosynthesis","0.0005503678911253118","0.0048717750362573895","21","-1.9536102991175577"
"Capsular_and_exopolysaccharide_metabolism","0.0005779706520826348","0.004933392351705347","52","-1.901863608437415"
"Bacterial_Excision_Repair","0.0007384007208528791","0.006085440423580624","52","-1.8601732930214483"
"Aminoacyl-tRNA_Biosynthesis","0.0009384922169874787","0.007476654662000247","20","-1.8589586665757551"
"Bacterial_Regulatory_Proteolysis","0.001082573115646823","0.008346289504502925","15","-1.8425153814793838"
"Bacterial_Miscellaneous_Translation_Proteins","0.0013827368663032337","0.010327315970202276","11","-1.8312441635531598"
"Purine_biosynthesis","0.00145499355397075","0.010537680587848765","62","-1.736659010800544"
"Bacterial_aerobic_respiration_proton_transport_and_oxidative_phosphorylation","0.0015348124841754833","0.010788828932880603","17","-1.7668632394247012"
"Bacterial_Transcription_Regulators","0.0016370331052320737","0.011178597490013303","210","-1.7019642286453165"
"Quorum_sensing_types","0.0018895475398429573","0.012544496167290746","27","-1.7055336568144928"
"Bacterial_respiration_proton_transport_and_oxidative_phosphorylation","0.0019777761360299712","0.012775364770571977","51","-1.681556524827809"
"Bacterial_rRNA_processing","0.00230437522007329","0.014493307305197798","18","-1.6948069060880577"
"Bacterial_Chromosomal_Replication_Initiation","0.0026469263243032565","0.01587838598894066","13","-1.6797120863761847"
"Biosynthesis_of_GTP-derived_cofactors","0.0026580468454219675","0.01587838598894066","13","-1.7038538082336714"
"Actinomycete_development","0.0027239072198601134","0.01587838598894066","22","-1.6517844423909467"
"Bacterial_Photosynthesis","0.0030251848677562646","0.016814399613808075","26","-1.623579218760589"
"Photosynthesis_and_respiration_in_cyanobacteria","0.0030251848677562646","0.016814399613808075","26","-1.623579218760589"
"Bacterial_cell_division","0.003558719930964823","0.01933031962501347","19","-1.5947700996380072"
"Mismatch_Repair","0.004020434658723023","0.021352975187440056","25","-1.5646144707108265"
"Cellular_processing","0.004248887638798398","0.022075742297235156","120","-1.5267385850550208"
"Bacterial_sporulation_transcription_regulators","0.005695185057551162","0.02835727559905683","26","-1.4871751628283132"
"Gram_positive_sporulation_regulation","0.005695185057551162","0.02835727559905683","26","-1.4871751628283132"
"Isoprenoid_biosynthesis","0.005861645834641468","0.028590476622026757","17","-1.4994313973438593"
"Nitrogen_fixation","0.006706186808587388","0.03205557294504772","11","-1.5599022274326675"
"Bacterial_tRNA_Processing","0.007981337277354485","0.03740273743701415","12","-1.443794185793888"
"Bacterial_Protein_Degradation","0.008445482966204164","0.03881673901774606","111","-1.384664442007285"
"Long-Patch_MMR","0.01509636862649068","0.06807607739115608","20","-1.2786230938817007"
"Recombinational_Repair_RER","0.01936851940814919","0.08147713393210775","27","-1.2108074677267238"
"Secretion","0.019507323135942965","0.08147713393210775","52","-1.1990224560533589"
"Bacterial_Transcription_Regulators","0.019681446399944215","0.08147713393210775","183","-1.1919251499564798"
"Heteropolysaccharide_biosynthesis","0.019840740741489196","0.08147713393210775","23","-1.2115891584309477"
"Polyketides_type_1","0.0201136021003948","0.08147713393210775","29","-1.2271603835480716"
"Polyketides_type1_modular","0.0201136021003948","0.08147713393210775","29","-1.2271603835480716"
"Bacterial_Chromosomal_Replication_Elongation","0.02149346660993015","0.08561564199622176","12","-1.20949545826198"
"Electron_transport_in_cyanobacterial_tylakoid_membrane","0.022063935328757705","0.08644722202578839","14","-1.2009399515158428"
"Biosynthesis_of_nucleotide-sugar_precursors","0.024421591165625787","0.09264698870769147","12","-1.1703420464881207"
"Sugar_precursors_of_streptococcal_capsular_and_exopolysaccharides","0.024421591165625787","0.09264698870769147","12","-1.1703420464881207"
"UDP-N-acetylmuramoyl-oligo(depsi)peptide_biosynthesis","0.02511095476341248","0.09377372169461848","23","-1.153324885986938"
"SOS_Error-Prone_Repair_SOS","0.02778896425436504","0.10168326298798497","31","-1.1172080805109823"
"Bacterial_Chromatin_Chromosome_Partitioning","0.028079896892079532","0.10168326298798497","11","-1.1383073247334954"
"Bacterial_Protein_Fate","0.0341988863629741","0.12199304239926581","147","-1.0548147844379865"
"Photosynthesis_in_cyanobacteria","0.03597397500342742","0.12483174640365194","12","-1.0683697979726703"
"Thiamine_biosynthesis","0.03603929080272797","0.12483174640365194","14","-1.0673109547286541"
"Signal_transduction","0.044983239494194166","0.1519842495912536","83","-0.9848523642543215"
"Bacterial_Basic_Transcription","0.045150132723761525","0.1519842495912536","42","-0.9862286262644039"
"Polyketides","0.04722780933423321","0.15677008931780193","31","-0.9916663879336144"
"Bacterial_Recombination_Synapsis","0.05496145024392614","0.1799422823054568","13","-0.9504298501213179"
"Nucleotide_sugar_biosynthesis","0.05647348036305889","0.18067161409311067","38","-0.9250208644006473"
"Nucleotide_Excision_Repair_NER","0.05682610652773797","0.18067161409311067","12","-0.9450527679879519"
"One-carbon_metabolism","0.05745206138525695","0.18067161409311067","32","-0.9187131738604006"
"Pyrimidine_biosynthesis","0.05923684011111331","0.18386499722800106","56","-0.906462037267283"
"Peptidoglycan_biosynthesis","0.06388949921148855","0.19576397835315082","38","-0.8863412158294346"
"Glucose_phosphorylation","0.06701716318894872","0.2027169665494178","10","-0.9218249386363566"
"Amino_acid_efflux","0.06785505156465868","0.2027169665494178","13","-0.8922185589135064"
"Secondary_metabolism","0.07021829032911348","0.2071873010945447","33","-0.869394425037986"
"Two_component_signal_transduction_groupIIIB_NtrB","0.07148252411094745","0.20808443614835584","11","-0.8730927028998695"
"Biosynthesis_of_sulfur-containing_coenzymes","0.07226363263729513","0.20808443614835584","25","-0.8532175309062249"
"NAD_and_NADP_metabolism","0.0793712003217855","0.22582996282031828","11","-0.8436711174126349"
"Bacterial_Response_Regulators","0.08115976066911791","0.22715078185718204","12","-0.8287334827740332"
"Anaerobic_respiratory_chain_proton_transport_and_oxidative_phosphorylation","0.0817362646013291","0.22715078185718204","34","-0.8108547350214863"
"Sec-Dependent_Secretion_Stages","0.08590643847349926","0.23599584822030256","21","-0.7975420595098904"
"Bacterial_Endopeptidases","0.09055585241650882","0.24594146281301826","38","-0.7788282249747246"
"Bacterial_metallopeptidases","0.10887545038897045","0.2923734004827409","17","-0.7214801332359203"
"Two-component_signal_transduction","0.11740220543773423","0.3117680788846498","65","-0.6919595001569929"
"Nucleotide_sugar_biosynthesis_from_fructose","0.12362737520054062","0.3246916777244968","20","-0.6749131426555819"
"CO2_fixation_pathways","0.13540609267780204","0.3517614798912466","53","-0.6381055071709328"
"Bacterial_Transcription_Antitermination","0.13716778110213748","0.3525064482087189","22","-0.6386096896571486"
"Disaccharides_membrane_transport","0.15306366083830655","0.38917249936548154","55","-0.5937180669199182"
"Bacterial_metallopeptidases","0.1551018104092749","0.39020350197701786","16","-0.594682398309177"
"Base_Excision_Repair_BER","0.16003884847537875","0.39843004985016167","15","-0.586933738668394"
"Peptidoglycan_metabolism","0.19051917282544326","0.4685678186765089","56","-0.507605119790617"
"Bacterial_DNA_Recombination","0.1921324110054304","0.4685678186765089","50","-0.5047969285270913"
"Degradation_of_cysteine,_serine_and_alanine","0.208476068158787","0.49493618372159875","17","-0.4765578566637761"
"TAT_pathway","0.2091571320329769","0.49493618372159875","16","-0.4734325380809209"
"TAT_pathway_secreted_proteins","0.2091571320329769","0.49493618372159875","16","-0.4734325380809209"
"Carbohydrate_membrane_transport","0.21212483265109186","0.4970375980746172","453","-0.46347074297212953"
"Two_component_signal_transduction_miscellaneous","0.219729601355065","0.5098580070277722","29","-0.4506718633533856"
"Virulence","0.22219586528109514","0.5106231904055936","126","-0.4423518727307745"
"Bacterial_Serine_proteases","0.23005043624730687","0.5142927645081695","17","-0.43504292507639714"
"Homopolysaccharides_biosynthesis","0.23102664531578954","0.5142927645081695","15","-0.4298350626252725"
"Curdlan_biosynthesis","0.23102664531578954","0.5142927645081695","15","-0.4298350626252725"
"Gram_positive_sporulation_stage-IV","0.23240007768570003","0.5142927645081695","10","-0.4306341025491201"
"Carbohydrate_biosynthesis","0.23580964848437336","0.5170505136492223","162","-0.41639289410393304"
"Signal_transduction_miscellaneous","0.23855707116953714","0.5183194546319944","10","-0.42016418501986896"
"L-homocysteine_biosynthesis","0.2502252755779758","0.5387733411093354","16","-0.40382262810914893"
"Degradation_of_uronic_acids","0.25494532130818903","0.544035105291582","27","-0.3872203688467214"
"N-acetylglucosamine_membrane_transport","0.26016030802220347","0.549545493037009","62","-0.37389590721082566"
"Bacterial_Transcription_Repressors","0.2621263021180712","0.549545493037009","16","-0.3717681567000349"
"Stress","0.2656163992028666","0.5520201687781315","27","-0.3637212627267127"
"Bacterial_Exopeptidases","0.2762224748708203","0.5691135473631556","40","-0.3445058645685617"
"Bacterial_Amino_peptidases","0.28509116100402454","0.582365704956939","24","-0.33045335336330767"
"Polysaccharide_degradation","0.3078004101520967","0.6234262544606026","25","-0.29189726348881184"
"Cytosolic_reactions_of_phosphorus_metabolism","0.31391844224125937","0.6304748545853864","14","-0.28396288031974654"
"Degradation_of_aromatic_amino_acids","0.32041668220918795","0.6381632253999661","10","-0.2768936264086128"
"TCA_cycle_and_related_pathways","0.3423764663205471","0.6762642599224029","13","-0.2395723601615354"
"Bacterial_unclassified_recombination_proteins","0.3491869082715503","0.6840628776795125","25","-0.22542146361535842"
"Glucose,_allose_and_gluconate_degradation","0.35648394510510817","0.6894822526421731","13","-0.2163980732597157"
"PRPPGLNIMP.ANA","0.3577230097390354","0.6894822526421731","11","-0.21564800874907503"
"Bacterial_Transcription_Initiation","0.3793709115308188","0.7253571828469255","17","-0.17945442309814486"
"Motility_and_Chemotaxis","0.3879230903464413","0.7358223697841227","15","-0.16615525431373196"
"Extracellular_and_periplasmic_carbohydrate_degradation","0.3988993580087645","0.7506846186149191","24","-0.1490567506876912"
"Mannose_membrane_transport","0.42097859838076335","0.7830682940350429","57","-0.1163680593335123"
"Unknown_substrate_transporters","0.4226602925963202","0.7830682940350429","84","-0.11282918449600453"
"Bacterial_amino_peptidases","0.42601254263085053","0.7832076745290252","15","-0.10883049224705131"
"Antibiotic_class","0.4310088040270848","0.7850491290985938","49","-0.10057023176163686"
"Rapamycin","0.43686834380800404","0.7850491290985938","10","-0.08692433354131827"
"Rapamycin_biosynthesis","0.43686834380800404","0.7850491290985938","10","-0.08692433354131827"
"Enterobacteriaphage","0.44973770144761255","0.7962023010813288","14","-0.07495804027044334"
"Enterobacteria_phage_synthesis_proteins","0.44973770144761255","0.7962023010813288","14","-0.07495804027044334"
"Galactitol_uptake,_PTS_system","0.4581444734143737","0.8051215378384949","14","-0.061367278956733405"
"Nucleotide_sugar_biosynthesis_from_pentoses","0.464289368097847","0.8099646640539082","10","-0.08504235476306266"
"Galactose_degradation","0.4691853665200376","0.8125746565093405","14","-0.04509540221715754"
"Drug_export","0.4790811716159842","0.8237438850087785","30","-0.030425891815811346"
"Assimilation_of_oligosaccharides_and_disaccharides","0.4834166382929842","0.8252612610858802","101","-0.024034710961458417"
"Cellobiose_uptake,_PTS_system","0.4943550188209356","0.8379492872213021","18","-0.008236541081300683"
"Bacterial_DNA_Modification","0.5147430575556724","0.8663633151817303","15","0.019773216931972887"
"Amino_acid_metabolism","0.5238743138802414","0.8702965889827172","280","0.03482275002870359"
"Phosphorus_metabolism","0.5274511714662664","0.8702965889827172","39","0.0403937540287346"
"Pili_types","0.5286341276918229","0.8702965889827172","11","0.04296690587786081"
"Cellobiose_membrane_transport","0.5316456150270992","0.8702965889827172","19","0.04621290425290318"
"Multidrug_efflux_sodium_antiport_MATE_family","0.54267411639978","0.8823068967316151","16","0.06248903569284136"
"Monosaccharide_membrane_transport","0.5521055739799801","0.8915758931163191","349","0.07440953012210312"
"Cytosolic_reactions_of_nitrogen_metabolism","0.5629371825527352","0.9029663532221726","24","0.09822156994675187"
"Bacterial_Endogenous_Protein_Quality_Control_and_Degradation","0.5668156762622417","0.9031263108445051","18","0.09797125062258961"
"Cellobiose_degradation","0.5768125168956291","0.907297126742193","38","0.1122533860821191"
"Amino_acid_biosynthesis","0.5770257877188842","0.907297126742193","156","0.1127192714095495"
"Bacterial_Carboxy_peptidases","0.6061429139587747","0.9468506956610926","12","0.15770286316963544"
"PECEXTGAPPYROMPPLPLMCYTV53112.CAT","0.6205143040562938","0.9574199227667555","10","0.1830409075123299"
"R5PF6PGAP.ANA","0.631803816153945","0.9574199227667555","19","0.19655627205146073"
"Fatty_acid_biosynthesis","0.6342578117766519","0.9574199227667555","13","0.2005678735721953"
"Glucose_membrane_transport","0.6352937136267437","0.9574199227667555","57","0.2003389629615644"
"ABC_transporter_for_unknown_substrate","0.6421673474561771","0.9574199227667555","67","0.21078188338257361"
"Bacterial_serine_proteases","0.6464387168548402","0.9574199227667555","15","0.22030433346426848"
"SAM_metabolism","0.6581874236819221","0.9574199227667555","12","0.23991021204778037"
"Bacterial_membrane_attached_embedded_dehydrogenases_and_oxidoreductases_anaerobic_respiration","0.6615098748364366","0.9574199227667555","18","0.25023127792752436"
"R1PF6PGAP.ANA","0.6650238516957208","0.9574199227667555","21","0.24875222747987946"
"Nitrogen_metabolism","0.6751484470406793","0.9574199227667555","25","0.2753162825821558"
"CO2_fixation_via_Calvin_cycle","0.6757918048329513","0.9574199227667555","38","0.2643197614403828"
"Multidrug_resistance_proteins","0.6771636785654965","0.9574199227667555","20","0.2677917943231194"
"Cellobiose_6-phosphate_hydrolysis_via_6-phospho-beta-glucosidase","0.6839190163704839","0.9574199227667555","18","0.27887082082961756"
"Chitobiose-6-phosphate_hydrolysis","0.6839190163704839","0.9574199227667555","18","0.27887082082961756"
"Peptidoglycan_hydrolases","0.6899726910824691","0.9574199227667555","11","0.2921483214523497"
"Diacetylchitobiose_and_chitobiose_degradation","0.69357566211665","0.9574199227667555","19","0.29465092411153737"
"Lactose_and_galactose_metabolism_in_lactobacteria","0.694161393501925","0.9574199227667555","12","0.30194494822565143"
"Polyols_membrane_transport","0.6969811465064555","0.9574199227667555","24","0.2996793306888204"
"Carbohydrate_central_metabolism","0.7104306438426837","0.9574199227667555","189","0.3207389737136525"
"Listeria_phage_synthesis_proteins","0.7208788208153623","0.9574199227667555","25","0.3403675659283417"
"3PGSERPI.CAT","0.7218907747010831","0.9574199227667555","10","0.3473534226452785"
"Heteropolysaccharides","0.7228123888441109","0.9574199227667555","14","0.35754016636497116"
"Bacterial_carboxy_peptidases","0.7252427943395503","0.9574199227667555","10","0.3520043465747184"
"AROLXU5P.ANA","0.7271291058297582","0.9574199227667555","10","0.358154833860029"
"Degradation_of_histidine,_aspartate_and_asparagine","0.729986881544239","0.9574199227667555","10","0.36025135580356743"
"Metal_efflux","0.7349099396154227","0.9574199227667555","29","0.3647936612119865"
"D-glucosamine_uptake_mannose_PTS_forming_glucosamine-6-phosphate","0.741099103396861","0.9574199227667555","52","0.37538241337974587"
"D-glucose_uptake_mannose_PTS_forming_glucose-6-phosphate","0.741099103396861","0.9574199227667555","52","0.37538241337974587"
"D-mannosamine_uptake_mannose_PTS_forming_mannosamine-6-phosphate","0.741099103396861","0.9574199227667555","52","0.37538241337974587"
"N-acetylglucosamine_uptake_mannose_PTS_forming_GlcNAc-6-phosphate","0.741099103396861","0.9574199227667555","52","0.37538241337974587"
"N-acetylmannosamine_uptake_mannose_PTS_forming_ManNAc-6-phosphate","0.741099103396861","0.9574199227667555","52","0.37538241337974587"
"D-mannose_uptake_mannose_PTS_forming_mannose-6-phosphate","0.741099103396861","0.9574199227667555","52","0.37538241337974587"
"Sporulation","0.7606995204009909","0.9689279734423715","57","0.41131884485360465"
"Oxidative_stress","0.7617431798677847","0.9689279734423715","13","0.41878099863761903"
"Degradation_of_carboxylic_acids","0.7658855530942614","0.9689279734423715","25","0.42355709281068354"
"Phosphate_Regulation","0.7662233764879004","0.9689279734423715","13","0.42934974321777425"
"L-serine_biosynthesis","0.7762635649046802","0.9711674719960175","12","0.4478642874721139"
"Pentose_phosphate_shunt","0.7783029823872798","0.9711674719960175","24","0.4468442868591152"
"Glycolysis_versions_and_bypasses","0.7808578773892717","0.9711674719960175","74","0.44974489312575905"
"Sporulation-stages","0.7851196636745543","0.9711674719960175","37","0.4582263218021566"
"Peptidoglycan_assembly","0.7907172698027894","0.9711674719960175","13","0.4753890621891105"
"Membrane_transport_of_phosphorus-containing_compounds","0.7961352023027581","0.9711674719960175","10","0.48801818196871427"
"Listeria_phage","0.7964385962812528","0.9711674719960175","37","0.4807621086470117"
"Degradation_of_polyols","0.8324346578098377","0.9999999992828789","14","0.566055042278903"
"Lactose,_allolactose_and_beta-galactoside_degradation","0.8331444750839063","0.9999999992828789","17","0.5717772416052073"
"Protein_Folding","0.8332760111186812","0.9999999992828789","13","0.5677446653934137"
"Signal_Peptide_Release","0.8428399284882953","0.9999999992828789","16","0.5905115046402933"
"Lysine_degradation","0.8475269237691334","0.9999999992828789","11","0.6073066389777239"
"GLNCO2NH3UMPCO2.ANA","0.850833573847641","0.9999999992828789","11","0.6170516452306642"
"Aminosugar_degradation","0.8547717187038787","0.9999999992828789","17","0.6281168599267124"
"Fructose_and_mannose_degradation","0.8671355170988408","0.9999999992828789","25","0.6655060183986602"
"Glycolysis_and_fermentation_pathways","0.8834403053603674","0.9999999992828789","117","0.6900069572041954"
"Degradation_of_methionine_and_threonine","0.889137969350555","0.9999999992828789","18","0.7215998306396679"
"Lipid_metabolism","0.8914406287424905","0.9999999992828789","63","0.7148588471132622"
"Bacterial_Cytoplasmic_Oligopeptide_Degradation","0.9002830136607514","0.9999999992828789","11","0.7644435880735432"
"Gluconeogenesis","0.9003569194760338","0.9999999992828789","57","0.7440815480386"
"PRPPHIS.ANA","0.9036049406845794","0.9999999992828789","14","0.770084096563374"
"Streptococcus_phage_encoded_proteins","0.9197687721818893","0.9999999992828789","28","0.8170031927170481"
"L-lysine_biosynthesis","0.9261781270032264","0.9999999992828789","13","0.8545959936617175"
"D-arabinose_and_D-ribose_degradation","0.9348298082926618","0.9999999992828789","38","0.8793113294183287"
"Amino_acid_catabolism","0.9389503913956548","0.9999999992828789","95","0.896028356280212"
"Sorbose_degradation","0.9411644199423304","0.9999999992828789","17","0.9941424608481854"
"D-Arabinose_oxidation","0.9412291076849225","0.9999999992828789","14","0.9328133910251075"
"DARAPYRGLA.CAT","0.9412291076849225","0.9999999992828789","14","0.9328133910251075"
"Purine_salvage_pathways","0.9510640298612991","0.9999999992828789","44","0.9657602192536793"
"Formate_fermentation","0.9531265829918745","0.9999999992828789","17","1.0027943500322323"
"Degradation_of_glutamate,_glutamine,_lysine,_proline_and_arginine","0.9638586804200068","0.9999999992828789","32","1.051448074923785"
"Biosynthesis_of_tetrapyrrole_coenzymes","0.9671043190396401","0.9999999992828789","16","1.0929267646159853"
"Streptococcus_phage_proteins","0.9715204796664348","0.9999999992828789","36","1.1087843167289138"
"Phosphorus_regulated_systems","0.9746517112933802","0.9999999992828789","20","1.16007122751278"
"FALGAP.ANA","0.9760692193894592","0.9999999992828789","34","1.154698302060278"
"Bacterial_electron_transport_flavoprotein-quinone_oxidoreductases","0.9793341989608665","0.9999999992828789","12","1.231908811758532"
"Embden-Meyerhoff_pathway","0.9867072488304136","0.9999999992828789","16","1.3125668717762013"
"Gram_positive_sporulation_stage-V","0.9871119490044181","0.9999999992828789","11","1.3777129673096349"
"CO2H2OF6PCPS.ANA","0.9882375757546531","0.9999999992828789","30","1.3239787407103625"
"Streptococcus_phage","0.9975765900481038","0.9999999992828789","78","1.636789564951381"
"Carbohydrate_assimilation","0.9980417274381187","0.9999999992828789","377","1.6699299516103536"
"Fructose-bisphosphate_aldolase","0.9980580584271517","0.9999999992828789","12","1.745919278169988"
"Potassium_uptake","0.9985238267269567","0.9999999992828789","15","1.7918243047572175"
"OAAG6P.ANA","0.9993019884913257","0.9999999992828789","20","1.9079995872392372"
"Alcohol_and_aldehyde_degradation","0.9993618500501474","0.9999999992828789","45","1.8858884779796568"
"Phage","0.9995596030027718","0.9999999992828789","157","1.9277689365425181"
"Ammonia_assimilation","0.9996366008428996","0.9999999992828789","11","2.091785317927356"
"Ion_membrane_transport","0.9999298194467914","0.9999999992828789","74","2.2224684734626843"
"Metals_uptake_PM","0.9999352723550988","0.9999999992828789","36","2.2607980741112477"
"Lipid_degradation","0.9999999992828789","0.9999999992828789","20","4.109955799698972"
